Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1467,1477,1472,5.0,9,1472.0,0.0152,1450.0,357.53,1
Resistance,1455,1460,1457,2.89,4,1457.0,0.0048,1450.0,269.77,2
Resistance,1484,1500,1492,7.95,9,1492.0,0.029,1450.0,230.97,3
Resistance,1526,1539,1532,6.45,4,1532.0,0.0566,1450.0,60.1,4
Resistance,1554,1561,1558,3.54,2,1558.0,0.0745,1450.0,23.67,5
Resistance,1615,1635,1625,10.0,3,1625.0,0.1207,1450.0,22.96,6
Resistance,1577,1598,1588,10.61,2,1588.0,0.0952,1450.0,19.02,7
Resistance,1646,1674,1660,14.14,2,1660.0,0.1448,1450.0,12.92,8
Support,1396,1437,1416,20.42,18,1416.0,0.0234,1450.0,538.14,1
Support,1286,1352,1319,33.31,29,1319.0,0.0903,1450.0,289.0,2
Support,1086,1202,1144,57.99,15,1144.0,0.211,1450.0,67.86,3
Support,600,659,630,29.51,37,630.0,0.5655,1450.0,64.29,4
Support,464,546,505,40.73,36,505.0,0.6517,1450.0,54.4,5
Support,723,816,770,46.61,22,770.0,0.469,1450.0,45.93,6
Support,862,969,915,53.56,12,915.0,0.369,1450.0,31.67,7
Support,306,377,341,35.94,9,341.0,0.7648,1450.0,11.62,8
