Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1125,1178,1152,26.79,18,1152.0,0.0473,1100.0,314.29,1
Resistance,1406,1461,1434,27.63,30,1434.0,0.3036,1100.0,95.65,2
Resistance,1335,1372,1354,18.44,17,1354.0,0.2309,1100.0,70.57,3
Resistance,1520,1563,1541,21.69,27,1541.0,0.4009,1100.0,65.71,4
Resistance,1230,1278,1254,23.69,9,1254.0,0.14,1100.0,60.0,5
Resistance,1825,1886,1856,30.55,23,1856.0,0.6873,1100.0,32.99,6
Resistance,1609,1649,1629,20.33,13,1629.0,0.4809,1100.0,26.48,7
Resistance,1714,1770,1742,27.84,9,1742.0,0.5836,1100.0,15.16,8
Resistance,1924,1991,1958,33.06,8,1958.0,0.78,1100.0,10.13,9
Resistance,2112,2243,2178,65.51,4,2178.0,0.98,1100.0,4.04,10
Support,1034,1050,1042,7.99,8,1042.0,0.0527,1100.0,127.54,1
Support,1071,1089,1080,8.66,3,1080.0,0.0182,1100.0,106.45,2
Support,1009,1017,1013,4.47,5,1013.0,0.0791,1100.0,56.12,3
Support,991,999,995,4.08,4,995.0,0.0955,1100.0,37.93,4
Support,949,967,958,9.08,5,958.0,0.1291,1100.0,35.95,5
Support,899,906,902,3.54,2,902.0,0.18,1100.0,10.53,6
Support,782,805,793,11.55,3,793.0,0.2791,1100.0,10.38,7
Support,817,838,828,10.61,2,828.0,0.2473,1100.0,7.77,8
Support,706,734,720,14.14,2,720.0,0.3455,1100.0,5.63,9
Support,605,605,605,0.0,1,605.0,0.45,1100.0,2.17,10
