Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,789,820,804,15.94,30,804.0,0.0442,770.0,553.96,1
Resistance,847,876,862,14.2,25,862.0,0.1195,770.0,193.08,2
Resistance,895,924,910,14.57,11,910.0,0.1818,770.0,57.35,3
Resistance,966,1090,1028,61.5,5,1028.0,0.3351,770.0,14.49,4
Resistance,1780,1860,1820,39.53,5,1820.0,1.3636,770.0,3.64,5
Resistance,1382,1492,1437,54.85,3,1437.0,0.8662,770.0,3.42,6
Resistance,1605,1605,1605,0.0,1,1605.0,1.0844,770.0,0.91,7
Support,720,759,739,19.58,24,739.0,0.0403,770.0,477.52,1
Support,631,669,650,19.34,24,650.0,0.1558,770.0,144.71,2
Support,369,384,377,7.65,17,377.0,0.5104,770.0,32.67,3
Support,484,520,502,17.81,8,502.0,0.3481,770.0,22.34,4
Support,430,461,445,15.09,7,445.0,0.4221,770.0,16.2,5
Support,564,604,584,20.16,4,584.0,0.2416,770.0,15.9,6
Support,320,333,326,6.61,4,326.0,0.5766,770.0,6.82,7
