Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1130,1241,1186,55.26,27,1186.0,0.0782,1100.0,306.19,1
Resistance,1359,1451,1405,46.05,47,1405.0,0.2773,1100.0,163.61,2
Resistance,1523,1616,1570,46.53,40,1570.0,0.4273,1100.0,91.48,3
Resistance,1753,1861,1807,54.06,26,1807.0,0.6427,1100.0,39.83,4
Resistance,1890,1971,1931,40.76,14,1931.0,0.7555,1100.0,18.29,5
Resistance,2112,2243,2178,65.51,4,2178.0,0.98,1100.0,4.04,6
Support,1015,1065,1040,24.7,16,1040.0,0.0545,1100.0,247.89,1
Support,954,995,974,20.68,9,974.0,0.1145,1100.0,72.26,2
Support,786,828,807,21.1,5,807.0,0.2664,1100.0,18.09,3
Support,899,906,902,3.54,2,902.0,0.18,1100.0,10.53,4
Support,706,734,720,14.14,2,720.0,0.3455,1100.0,5.63,5
Support,605,605,605,0.0,1,605.0,0.45,1100.0,2.17,6
