Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,224,236,230,5.95,14,230.0,0.0455,220.0,252.46,1
Resistance,244,259,252,7.53,23,252.0,0.1455,220.0,147.95,2
Resistance,278,289,283,5.68,14,283.0,0.2864,220.0,47.24,3
Resistance,297,312,304,7.33,12,304.0,0.3818,220.0,30.63,4
Resistance,333,359,346,12.99,5,346.0,0.5727,220.0,8.58,5
Resistance,397,405,401,4.24,2,401.0,0.8227,220.0,2.4,6
Support,209,217,213,3.65,16,213.0,0.0318,220.0,382.61,1
Support,111,128,119,8.27,28,119.0,0.4591,220.0,59.69,2
Support,95,107,101,6.15,21,101.0,0.5409,220.0,38.12,3
Support,158,173,165,7.26,9,165.0,0.25,220.0,34.62,4
Support,194,203,198,4.73,3,198.0,0.1,220.0,27.27,5
Support,50,53,52,1.6,7,52.0,0.7636,220.0,9.05,6
