Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,7845,8059,7952,107.1,15,7952.0,0.0261,7750.0,415.92,1
Resistance,8226,8469,8347,121.48,17,8347.0,0.077,7750.0,195.33,2
Resistance,8606,8828,8717,110.89,23,8717.0,0.1248,7750.0,170.66,3
Resistance,9047,9196,9122,74.32,15,9122.0,0.177,7750.0,80.2,4
Resistance,9333,9484,9408,75.4,15,9408.0,0.2139,7750.0,66.98,5
Resistance,9736,10030,9883,146.84,9,9883.0,0.2752,7750.0,31.55,6
Resistance,10779,11026,10902,123.72,11,10902.0,0.4067,7750.0,26.4,7
Resistance,10267,10513,10390,123.24,5,10390.0,0.3406,7750.0,14.26,8
Resistance,11571,11796,11683,112.73,3,11683.0,0.5075,7750.0,5.8,9
Support,7316,7593,7455,138.37,22,7455.0,0.0381,7750.0,457.72,1
Support,6912,7135,7023,111.55,13,7023.0,0.0938,7750.0,125.23,2
Support,6597,6776,6687,89.34,13,6687.0,0.1372,7750.0,88.34,3
Support,5949,6101,6025,76.38,7,6025.0,0.2226,7750.0,30.1,4
Support,6178,6347,6262,84.78,6,6262.0,0.192,7750.0,29.7,5
Support,4650,5053,4852,201.4,11,4852.0,0.3739,7750.0,28.65,6
Support,4215,4433,4324,109.26,10,4324.0,0.4421,7750.0,22.12,7
Support,3749,4094,3922,172.21,6,3922.0,0.4939,7750.0,11.91,8
Support,3020,3020,3020,0.0,1,3020.0,0.6103,7750.0,1.61,9
