Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1134,1140,1137,2.89,3,1137.0,0.0062,1130.0,185.25,1
Resistance,1160,1177,1169,8.35,8,1169.0,0.0345,1130.0,179.72,2
Resistance,1213,1263,1238,25.15,5,1238.0,0.0956,1130.0,47.36,3
Resistance,1328,1342,1335,7.07,2,1335.0,0.1814,1130.0,10.45,4
Resistance,1406,1434,1420,14.14,2,1420.0,0.2566,1130.0,7.5,5
Resistance,1506,1569,1538,31.82,2,1538.0,0.3611,1130.0,5.39,6
Resistance,1582,1603,1592,10.61,2,1592.0,0.4088,1130.0,4.77,7
Resistance,1681,1709,1695,14.14,2,1695.0,0.5,1130.0,3.92,8
Resistance,1650,1650,1650,0.0,1,1650.0,0.4602,1130.0,2.13,9
Support,1052,1097,1074,22.57,16,1074.0,0.0496,1130.0,268.65,1
Support,970,1020,995,24.86,15,995.0,0.1195,1130.0,115.86,2
Support,862,905,884,21.92,17,884.0,0.2177,1130.0,74.66,3
Support,574,612,593,19.43,27,593.0,0.4752,1130.0,55.64,4
Support,651,701,676,25.31,19,676.0,0.4018,1130.0,46.14,5
Support,520,553,537,16.41,24,537.0,0.5248,1130.0,44.88,6
Support,367,401,384,16.87,23,384.0,0.6602,1130.0,34.32,7
Support,453,478,466,12.57,17,466.0,0.5876,1130.0,28.45,8
Support,295,347,321,25.91,9,321.0,0.7159,1130.0,12.4,9
