Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,2426,2566,2496,70.22,20,2496.0,0.04,2400.0,400.0,1
Resistance,2751,2931,2841,89.95,54,2841.0,0.1837,2400.0,278.71,2
Resistance,3601,3900,3750,149.63,30,3750.0,0.5625,2400.0,52.4,3
Resistance,4078,4411,4244,166.39,24,4244.0,0.7683,2400.0,30.84,4
Resistance,3103,3419,3261,157.51,10,3261.0,0.3588,2400.0,27.12,5
Support,2307,2362,2334,27.6,7,2334.0,0.0275,2400.0,186.67,1
Support,2160,2239,2199,39.44,17,2199.0,0.0838,2400.0,181.33,2
Support,2002,2075,2038,36.19,13,2038.0,0.1508,2400.0,80.83,3
Support,1813,1956,1885,71.29,16,1885.0,0.2146,2400.0,71.24,4
Support,1385,1385,1385,0.0,1,1385.0,0.4229,2400.0,2.31,5
