Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1130,1241,1186,55.26,27,1186.0,0.0782,1100.0,306.19,1
Resistance,1359,1451,1405,46.05,47,1405.0,0.2773,1100.0,163.61,2
Resistance,1523,1616,1570,46.53,40,1570.0,0.4273,1100.0,91.48,3
Resistance,1767,1891,1829,61.99,34,1829.0,0.6627,1100.0,50.54,4
Resistance,1940,2168,2054,114.18,10,2054.0,0.8673,1100.0,11.4,5
Support,1015,1065,1040,24.7,16,1040.0,0.0545,1100.0,247.89,1
Support,954,995,974,20.68,9,974.0,0.1145,1100.0,72.26,2
Support,736,828,782,46.18,7,782.0,0.2891,1100.0,23.4,3
Support,899,906,902,3.54,2,902.0,0.18,1100.0,10.53,4
Support,605,605,605,0.0,1,605.0,0.45,1100.0,2.17,5
